"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"3-phosphoinositide dependent protein kinase 1","1519",,"PDPK1","O15530","ENSG00000140992",,"",,,,,"","Human","8007","BX-912","Synthetic organic",,,,"249565687","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.590000152587891","","IC50","","26.0","","=","In a direct kinase activity measuring phosphorylation od a small peptide substrate mimetic","","","15772071"
"3-phosphoinositide dependent protein kinase 1","1519",,"PDPK1","O15530","ENSG00000140992",,"",,,,,"","Human","8181","compound 1 [PMID: 20005102]","Synthetic organic",,,,"249565861","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.0","","=","","","","20005102"
"3-phosphoinositide dependent protein kinase 1","1519",,"PDPK1","O15530","ENSG00000140992",,"",,,,,"","Human","8008","GSK2334470","Synthetic organic",,,,"249565688","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.600000381469727","","IC50","","2.509999990463257","","=","","","","21341675"
"3-phosphoinositide dependent protein kinase 1","1519",,"PDPK1","O15530","ENSG00000140992",,"",,,,,"","Human","8005","OSU-03012","Synthetic organic",,,,"249565685","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.050000190734863","","IC50","","9.0","","=","","","","15205346"
"3-phosphoinositide dependent protein kinase 1","1519",,"PDPK1","O15530","ENSG00000140992",,"",,,,,"","Human","8009","PHT-427","Synthetic organic",,,,"249565689","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","5.28000020980835","","Ki","","5200.0","","=","Assay using purified recombinant pleckstrin homology domain of human PDK1","","","20197390"
"4-aminobutyrate aminotransferase","2464",,"ABAT","P80404","ENSG00000183044",,"",,,,,"","Human","8841","4-acryloylphenol","Synthetic organic",,,,"252827498","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.260000228881836","","IC50","","5480.0","","=","","","","16290145"
"4-aminobutyrate aminotransferase","2464",,"ABAT","P80404","ENSG00000183044",,"",,,,,"","Human","8284","CPP-115","Synthetic organic",,,,"252166496","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","5.010000228881836","","Ki","","9700.0","","=","","","","22168767"
"4-aminobutyrate aminotransferase","2464",,"ABAT","P80404","ENSG00000183044",,"",,,,,"","Human","4821","vigabatrin","Synthetic organic",,,,"178101523","true","Inhibitor","Irreversible inhibition","","Not Determined","false","true","","pKi","","3.069999933242798","","Ki","","850000.0","","=","","","","856582|22168767"
"4-hydroxyphenylpyruvate dioxygenase","2621",,,,,,"",,,,,"","Pig","6834","nitisinone","Synthetic organic",,,,"178103440","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.400000095367432","","IC50","","40.0","","=","","","","10853644"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","5183","5-LOX activating protein","Peptide",,"ALOX5AP","Human","178101873","false","Activator","Activation","","Non-selective","true","false","","-","","","","-","","","","=","","","",
"5-LOX","1385",,"Alox5","P12527","ENSRNOG00000012972",,"",,,,,"","Rat","11394","2-TEDC","Synthetic organic",,,,"440816763","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.050000190734863","","IC50","","90.0","","=","Inhibitory activity against 5-LOX in rat polymorphonuclear leukocytes","","","2016727"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","10079","5-LOX inhibitor 2m [PMID: 30199704]","Synthetic organic",,,,"375973266","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.050000190734863","","IC50","","900.0","","=","<i>In vitro</i> biochemical inhibitory activity.","","","30199704"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","11393","BW B70C","Synthetic organic",,,,"440816762","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","-","","","","=","","","","1793063"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","5169","CJ13610","Synthetic organic",,,,"178101859","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.150000095367432","","IC50","","70.0","","=","","","","15197110"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","11610","Honokiol","Natural product",,,,"442878644","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.380000114440918","","IC50","","4200.0","","=","Inhibition of 5LOX-mediated LTB<sub>4</sub> formation in stimulated human polymorphonuclear leukocytes.","","","19481465"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","9054","PF-04191834","Synthetic organic",,,,"315661139","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","6.639999866485596","","IC50","","229.0","","=","","","","20378715"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","5297","zileuton","Synthetic organic",,,,"178101979","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","5.820000171661377","","IC50","","1500.0","","=","Inhibition of purified recombinant human 5-LOX in a cell-free assay.","","","30199704"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","5297","zileuton","Synthetic organic",,,,"178101979","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","6.519999980926514","","IC50","","300.0","","=","Inhibition of recombinant 5-LOX <i>in vitro</i>.","","","24508141"
"5-LOX","1385",,"ALOX5","P09917","ENSG00000012779",,"",,,,,"","Human","5297","zileuton","Synthetic organic",,,,"178101979","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","6.400000095367432","","IC50","","400.0","","=","Inhibition of leukotriene B4 biosynthesis by human polymorphonuclear leukocytes.","","","1848634"
"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","2937",,"PFKFB3","Q16875","ENSG00000170525",,"",,,,,"","Human","9562","PFK15","Synthetic organic",,,,"336446948","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","6.679999828338623","","IC50","","207.0","","=","Inhibition of kinase activity in a biochemical assay.","","","23674815"
"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3","2937",,"PFKFB3","Q16875","ENSG00000170525",,"",,,,,"","Human","10125","PFKFB3 kinase Inhibitor 69","Synthetic organic",,,,"381118835","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.849999904632568","","IC50","","14.0","","=","In a biochemical assay using purified recombinant human His-tagged PFKFB3, and the production of ADP as readout (ADP-Glo™ Kinase Assay kit from Promega)","","","30378281"
"8-oxoguanine DNA glycosylase","3060",,"OGG1","O15527","ENSG00000114026",,"",,,,,"","Human","10184","TH5487","Synthetic organic",,,,"381118894","false","Inhibitor","Binding","","Not Determined","false","false","","-","","","","-","","","","=","","","","30442810"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8962","asciminib","Synthetic organic",,,,"310264743","true","Allosteric modulator","Negative","","Not Determined","false","false","","pIC50","9.520000457763672","","8.619999885559082","IC50","2.4000000953674316","","0.30000001192092896","=","Two assays used: a radiometric filter-binding assay and microfluidic mobility shift technology (Caliper assay).","","",
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","7906","bafetinib","Synthetic organic",,,,"249565589","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","8.239999771118164","","7.590000152587891","IC50","26.0","","5.800000190734863","=","","","","17376680|16105974"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8963","BO1","Synthetic organic",,,,"315661099","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","7.360000133514404","","7.0","Ki","100.0","","44.0","=","","","","18078752|20451394"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5710","bosutinib","Synthetic organic",,,,"178102336","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.0","","IC50","","1.0","","=","","","","12543790"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8147","compound 24 [PMID: 23441572]","Synthetic organic",,,,"249565827","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.300000190734863","","IC50","","0.5","","=","","","","23441572"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8138","compound 2c [PMID: 24900538]","Synthetic organic",,,,"249565818","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.920000076293945","","IC50","","1.2000000476837158","","=","","","","24900538"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","12126","compound 33a [PMID: 35944901]","Synthetic organic",,,,"472319248","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.699999809265137","","IC50","","20.100000381469727","","=","Inhibition of WT BCR-Abl","","","35944901"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","12126","compound 33a [PMID: 35944901]","Synthetic organic",,,,"472319248","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.360000133514404","","IC50","","43.70000076293945","","=","Inhibition of BCR-Abl<sup>T315I</sup>","","","35944901"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8170","compound 8h [PMID: 21561767]","Synthetic organic",,,,"249565850","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.699999809265137","","IC50","","0.20000000298023224","","=","","","","21561767"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5678","dasatinib","Synthetic organic",,,,"178102305","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.600000381469727","","IC50","","0.27000001072883606","","=","","","","23279183"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5678","dasatinib","Synthetic organic",,,,"178102305","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","10.489999771118164","","Kd","","0.03200000151991844","","=","Binding affinity for the unphosphorylated kinase domain of the human ABL protein.","","","31539241"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","10105","DDR1/2 inhibitor 5n","Synthetic organic",,,,"381118815","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.309999942779541","","IC50","","494.0","","=","","","","30075624"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","9186","eCF506","Synthetic organic",,,,"315661265","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.320000171661377","","IC50","","479.0","","=","","","","27115835"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","9913","flumbatinib","Synthetic organic",,,,"363894207","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.920000076293945","","IC50","","1.2000000476837158","","=","","","","20703259"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8065","GNF-5","Synthetic organic",,,,"249565745","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","6.659999847412109","","IC50","","220.0","","=","Inhibition of wild-type Abl <i>in vitro</i>.","","","20072125"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5687","imatinib","Synthetic organic",,,,"178102314","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","6.699999809265137","","IC50","","220.0","","=","","","","17376680"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5691","KW-2449","Synthetic organic",,,,"178102318","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.849999904632568","","IC50","","14.0","","=","","","","19541823"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5697","nilotinib","Synthetic organic",,,,"178102324","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.800000190734863","","IC50","","15.0","","=","","","","15930265"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","10630","olverembatinib","Synthetic organic",,,,"404859077","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","9.489999771118164","","Kd","","0.3199999928474426","","=","Binding affinity for nonphosphorylated Abl1 as determined using an active-site-dependent competitive binding assay (KINOMEscan).","","","23301703"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","10630","olverembatinib","Synthetic organic",,,,"404859077","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","9.470000267028809","","IC50","","0.3400000035762787","","=","Inhibition of wild type Abl1 kinase activity was determined using the proprietary FRET-based Z′-Lyte assay.","","","23301703"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5699","PD-173955","Synthetic organic",,,,"178102326","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","~","","","","12154025"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5699","PD-173955","Synthetic organic",,,,"178102326","false","Inhibitor","Inhibition","","Not Determined","false","true","","pKd","","9.239999771118164","","Kd","","0.5799999833106995","","=","","","","22037378"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","9917","pexmetinib","Synthetic organic",,,,"363894211","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","","","","27287719"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","5890","ponatinib","Synthetic organic",,,,"178102513","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.100000381469727","","IC50","","8.600000381469727","","=","","","","20513156"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","8013","PP121","Synthetic organic",,,,"249565693","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.739999771118164","","IC50","","18.0","","=","","","","18849971"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","9173","rebastinib","Synthetic organic",,,,"315661256","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.100000381469727","","IC50","","0.800000011920929","","=","","","","21481795"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","12383","risvodetinib","Synthetic organic",,,,"479821174","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.329999923706055","","IC50","","47.0","","=","","","",
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","7731","saracatinib","Synthetic organic",,,,"223366064","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","7.519999980926514","","IC50","","30.0","","=","","","","17064066"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","10526","SIAIS178","Synthetic organic",,,,"387065608","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","9.460000038146973","","Kd","","0.3499999940395355","","=","Binding affinity for the unphosphorylated kinase domain of the human ABL protein.","","","31539241"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","9792","vamotinib","Synthetic organic",,,,"354702265","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","9.3100004196167","","IC50","","0.49000000953674316","","=","Inhibition of native ABL kinase activity.","","","25394714"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","11191","vodobatinib","Synthetic organic",,,,"434122251","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.78000020980835","","IC50","","165.0","","=","Inhibition of Abl1<sup>E255V</sup> expressed in in Ba/F3 cells.","","","31493432"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","11191","vodobatinib","Synthetic organic",,,,"434122251","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.149999618530273","","IC50","","7.0","","=","Inhibition of wild type Abl1 expressed in in Ba/F3 cells.","","","31493432"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","11191","vodobatinib","Synthetic organic",,,,"434122251","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.220000267028809","","IC50","","6.0","","=","Inhibition of Abl1<sup>F311L</sup> expressed in in Ba/F3 cells.","","","31493432"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","10402","ZAK inhibitor 6p","Synthetic organic",,,,"384403681","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","7.820000171661377","","Kd","","15.0","","=","","","","31244114"
"ABL proto-oncogene 1, non-receptor tyrosine kinase","1923",,"ABL1","P00519","ENSG00000097007",,"",,,,,"","Human","10402","ZAK inhibitor 6p","Synthetic organic",,,,"384403681","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.399999618530273","","IC50","","4.0","","=","Inhibition of enzymatic activity determined in a ADP-Glo<sup>TM</sup> assay.","","","31244114"
"ABL proto-oncogene 2, non-receptor tyrosine kinase","1924",,"ABL2","P42684","ENSG00000143322",,"",,,,,"","Human","8147","compound 24 [PMID: 23441572]","Synthetic organic",,,,"249565827","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","9.0","","8.699999809265137","IC50","2.0","","1.0","=","","","","23441572"
"ABL proto-oncogene 2, non-receptor tyrosine kinase","1924",,"ABL2","P42684","ENSG00000143322",,"",,,,,"","Human","9917","pexmetinib","Synthetic organic",,,,"363894211","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.0","","IC50","","10.0","","=","","","","27287719"
"ABL proto-oncogene 2, non-receptor tyrosine kinase","1924",,"ABL2","P42684","ENSG00000143322",,"",,,,,"","Human","12383","risvodetinib","Synthetic organic",,,,"479821174","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.110000133514404","","IC50","","77.0","","=","","","",
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","6600","BW284C51","Synthetic organic",,,,"178103213","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.7","","-","","","","=","","","","12675140"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","9810","compound 2f [Jiang <i>et al.</i>, 2018]","Synthetic organic",,,,"354702282","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.1899995803833","","IC50","","6.5","","=","","","","29541355"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","10584","donecopride","Synthetic organic",,,,"404859031","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.800000190734863","","IC50","","16.0","","=","","","","25157130"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","6599","donepezil","Synthetic organic",,,,"178103212","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","8.300000190734863","","7.699999809265137","-","","","","=","","","","16570913|8039548|1738151"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","9074","echothiophate","Synthetic organic",,,,"315661159","true","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","9073","edrophonium","Synthetic organic",,,,"315661158","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.699999809265137","","Ki","","200.0","","=","Using the chloride salt","","","9301662"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","6693","galantamine","Synthetic organic",,,,"178103304","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.300000190734863","","IC50","","500.0","","=","","","","12182861"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","8993","neostigmine","Synthetic organic",,,,"310264771","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.349999904632568","","IC50","","45.0","","=","Inhibition of ACHE activity in human serum.","","","17888667"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","6598","physostigmine","Natural product",,,,"178103211","true","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","7.800000190734863","","7.599999904632568","-","","","","=","","","","16570913"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","7597","pralidoxime","Synthetic organic",,,,"223365932","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","3.0999999046325684","","IC50","","878000.0","","=","Inhibition of human recombinant AChE by modified Ellman's method.","","","21215642"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","8994","pyridostigmine","Synthetic organic",,,,"310264772","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.440000057220459","","IC50","","360.0","","=","Inhibition of human erythrocyte ACHE activity by a modified Ellman assay.","","","20627738"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","6602","rivastigmine","Synthetic organic",,,,"178103215","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","5.400000095367432","","IC50","","4150.0","","=","","","","16570913"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","6687","tacrine","Synthetic organic",,,,"178103299","true","Inhibitor","Inhibition","","Not Determined","false","true","","pKi","","7.5","","Ki","","30.0","","=","","","","18479118"
"acetylcholinesterase (Yt blood group)","2465",,"ACHE","P22303","ENSG00000087085",,"",,,,,"","Human","10074","AChE reactivator 2","Synthetic organic",,,,"375973261","false","None","None","","Not Determined","false","false","","pIC50","","5.639999866485596","","IC50","","2300.0","","=","Measuring reactivation of hAChE.","","","30125110"
