"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"ABCB11","778",,"ABCB11","O95342","ENSG00000073734",,"",,,,,"","Human","4545","glycochenodeoxycholic acid","Metabolite",,,,"178101266","false","None","Binding","","Not Determined","false","false","","pKi","","5.150000095367432","","Ki","","7000.0","","=","Measuring competitive inhibition of taurocholate uptake.","","","12404239"
"ABCC1","779",,"ABCC1","P33527","ENSG00000103222",,"",,,,,"","Human","10372","compound 14 [PMID: 30925062]","Synthetic organic",,,,"384403652","false","Inhibitor","Competitive","","Not Determined","false","false","","pIC50","","5.300000190734863","","IC50","","5040.0","","=","Measuring inhibition of calcein AM transport in  H69AR cells overexpressing hABCC1.","","","30925062"
"ABCC1","779",,"ABCC1","P33527","ENSG00000103222",,"",,,,,"","Human","11741","biricodar","Synthetic organic",,,,"458923776","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.289999961853027","","IC50","","5180.0","","=","","","","11844674"
"ABCC1","779",,"ABCC1","P33527","ENSG00000103222",,"",,,,,"","Human","8762","WP814","Synthetic organic",,,,"252827420","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.150000095367432","","Ki","","70.0","","=","","","","9647783"
"ABCC2","780",,"ABCC2","Q92887","ENSG00000023839",,"",,,,,"","Human","8776","PAK-104P","Synthetic organic",,,,"252827434","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.429999828338623","","Ki","","3700.0","","=","","","","10570049"
"ABCC4","782",,"ABCC4","O15439","ENSG00000125257",,"",,,,,"","Human","8802","estradiol disulfate","Synthetic organic",,,,"252827460","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.699999809265137","","IC50","","200.0","","=","","","","12523936"
"ABCC5","783",,"ABCC5","O15440","ENSG00000114770",,"",,,,,"","Human","8829","compound 2 [PMID: 22380603]","Synthetic organic",,,,"252827486","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.190000057220459","","Ki","","65.30000305175781","","=","","","","22380603"
"ABCC5","783",,"ABCC5","O15440","ENSG00000114770",,"",,,,,"","Human","4743","sildenafil","Synthetic organic",,,,"178101454","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.920000076293945","","Ki","","1200.0","","=","","","","22380603"
"ABCC9","2746",,"ABCC9","O60706","ENSG00000069431",,"",,,,,"","Human","8808","compound 13b [PMID: 19101153]","Synthetic organic",,,,"252827466","false","Allosteric modulator","Positive","Compound 13b is a channel opener.","Not Determined","false","false","","pEC50","","6.170000076293945","","EC50","","670.0","","=","","","","19101153"
"ABCG2","792",,"ABCG2","Q9UNQ0","ENSG00000118777",,"",,,,,"","Human","1024","cyclosporin A","Peptide",,,,"135652074","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.300000190734863","","Ki","","500.0","","=","Inhibition of ABCG2-ATPase activity induced by substrate binding.","","","11437380"
"ABCG2","792",,,,,,"",,,,,"","None","10008","Fumitremorgin C","Synthetic organic",,,,"374883895","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"ABCG2","792",,,,,,"",,,,,"","None","10007","Ko 143","Synthetic organic",,,,"374883894","false","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"ABCG2","792",,,,,,"",,,,,"","None","10006","KS 176","Synthetic organic",,,,"374883893","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.230000019073486","","IC50","","590.0","","=","Pheo A assay","","",
"ABCG2","792",,"ABCG2","Q9UNQ0","ENSG00000118777",,"",,,,,"","Human","10372","compound 14 [PMID: 30925062]","Synthetic organic",,,,"384403652","false","Inhibitor","Non-competitive","","Not Determined","false","false","","pIC50","","5.619999885559082","","IC50","","2380.0","","=","Measuring inhibition in MDCK II BCRP cells expressing hABCG2 by pheophorbide A assay.","","","30925062"
"AcetylCoA transporter","1134",,"SLC33A1","O00400","ENSG00000169359",,"",,,,,"","Human","4541","[<sup>14</sup>C]acetylCoA","Synthetic organic",,,,"178101262","false","None","Binding","","Non-selective","false","false","","-","","","","-","","","","=","","","",
"Alanine/serine/cysteine transporter 2","874",,"SLC1A5","Q15758","ENSG00000105281",,"",,,,,"","Human","4501","benzylcysteine","Synthetic organic",,,,"178101229","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","3.109999895095825","","Ki","","780000.0","","=","","","","15107471"
"Alanine/serine/cysteine transporter 2","874",,"SLC1A5","Q15758","ENSG00000105281",,"",,,,,"","Human","4500","benzylserine","Synthetic organic",,,,"178101228","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","3.049999952316284","","Ki","","900000.0","","=","","","","15107471"
"Alanine/serine/cysteine transporter 2","874",,"SLC1A5","Q15758","ENSG00000105281",,"",,,,,"","Human","13102","compound 25e [PMID: 38217503]","Synthetic organic",,,,"491299884","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.289999961853027","","IC50","","5140.0","","=","","","","38217503"
"Alanine/serine/cysteine transporter 2","874",,"Slc1a5",,"ENSRNOG00000015948",,"",,,,,"","Rat","4508","p-nitrophenyl glutamyl anilide","Synthetic organic",,,,"178101235","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","4.260000228881836","","Ki","","55000.0","","=","","","","15670919"
"Ammonium transporter Rh type A","1198",,"RHAG","Q02094","ENSG00000112077",,"",,,,,"","Human","4624","[<sup>14</sup>C]methylamine","Synthetic organic",,,,"178101342","false","None","Binding","","Non-selective","false","false","","-","","","","-","","","","=","","","","12846905"
"Ammonium transporter Rh type C","1200",,"Rhcg","Q9QXP0","ENSMUSG00000030549",,"",,,,,"","Mouse","4624","[<sup>14</sup>C]methylamine","Synthetic organic",,,,"178101342","false","None","Binding","","Non-selective","false","false","","-","","","","-","","","","=","","","","16131648"
"ATB<sup>0,+</sup>","937",,"SLC6A14","Q9UN76","ENSG00000268104",,"",,,,,"","Human","4693","&alpha;-methyl-D,L-tryptophan","Synthetic organic",,,,"178101406","false","Inhibitor","Inhibition",,"Selective","false","false",,"pIC50","","3.6","","IC50","","250000.0","",,,,,"18522536"
"ATP4A","849",,"ATP4A","P20648","ENSG00000105675",,"",,,,,"","Human","5488","esomeprazole","Synthetic organic",,,,"178102135","true","Inhibitor","Inhibition","","Selective","false","true","","-","","","","-","","","","=","","","",
"ATP4A","849",,,,,,"",,,,,"","Rabbit","10512","ilaprazole","Synthetic organic",,,,"387065594","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.050000190734863","","IC50","","9.0","","=","Measuring inhibition of histamine-induced accumulation of 14C-aminopyrine in rabbit parietal cells.","","","11304936"
"ATP4A","849",,"ATP4A","P20648","ENSG00000105675",,"",,,,,"","Human","4279","omeprazole","Synthetic organic",,,,"178101096","true","Inhibitor","Inhibition","","Selective","false","true","","-","","","","-","","","","=","","","",
"ATP4A","849",,,,,,"",,,,,"","Pig","12007","revaprazan","Synthetic organic",,,,"464244148","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.460000038146973","","IC50","","350.0","","=","Inhibitory activity against H<sup>+</sup>/K<sup>+</sup> ATPase isolated from hog gastric mucosa","","","20810280"
"ATP4A","849",,,,,,"",,,,,"","Pig","12007","revaprazan","Synthetic organic",,,,"464244148","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.639999866485596","","IC50","","2300.0","","=","","","","35604136"
"ATP4A","849",,"ATP4A","P20648","ENSG00000105675",,"",,,,,"","Human","12008","tegoprazan","Synthetic organic",,,,"464244149","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.28000020980835","","IC50","","520.0","","=","Inhibition of the H<sup>+</sup>/K<sup>+</sup>-ATPase activity of recombinant human enzyme","","","29180359"
"ATP4A","849",,,,,,"",,,,,"","Pig","11549","vonoprazan","Synthetic organic",,,,"441604921","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.71999979019165","","IC50","","19.0","","=","Inhibition of H+/K+-ATPase activity in a gastric mucosal membrane microsomal fraction from pig stomach.","","","22512618"
"ATP-binding cassette, sub-family C (CFTR/MRP), member 8","2594",,"ABCC8","Q09428","ENSG00000006071",,"",,,,,"","Human","6801","chlorpropamide","Synthetic organic",,,,"178103407","true","Inhibitor","Inhibition","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"ATP-binding cassette, sub-family C (CFTR/MRP), member 8","2594",,"ABCC8","Q09428","ENSG00000006071",,"",,,,,"","Human","6841","repaglinide","Synthetic organic",,,,"178103447","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","6.96999979019165","","IC50","","106.0","","=","","","","15380228"
"Basolateral Na-K-Cl symporter","969",,"SLC12A2","P55011","ENSG00000064651",,"",,,,,"","Human","4837","bumetanide","Synthetic organic",,,,"178101539","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","5.599999904632568","","-","","","","=","","","","11882915"
"Basolateral Na-K-Cl symporter","969",,"SLC12A2","P55011","ENSG00000064651",,"",,,,,"","Human","4839","furosemide","Synthetic organic",,,,"178101541","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","5.130000114440918","","-","","","","=","","","","11882915"
"Basolateral Na-K-Cl symporter","969",,"SLC12A2","P55011","ENSG00000064651",,"",,,,,"","Human","4742","piretanide","Synthetic organic",,,,"178101453","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","5.619999885559082","","-","","","","=","","","","11882915"
"BGT1","932",,"Slc6a12","P31651","ENSMUSG00000030109",,"",,,,,"","Mouse","4756","LU32-176B","Synthetic organic",,,,"178101466","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","4.0","","IC50","","100000.0","","=","","","","15550575"
"BGT1","932",,"Slc6a12","P31651","ENSMUSG00000030109",,"",,,,,"","Mouse","4610","NNC052090","Synthetic organic",,,,"178101330","false","Inhibitor","Inhibition","","Selective","false","false","","pKi","","5.900000095367432","","Ki","","1400.0","","=","","","","9134205"
"BGT1","932",,"SLC6A12","P48065","ENSG00000111181",,"",,,,,"","Human","6512","(R)-EF-1520","Synthetic organic",,,,"178103126","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","4.659999847412109","","3.740000009536743","IC50","180000.0","","22000.0","=","","","",
"BGT1","932",,"SLC6A12","P48065","ENSG00000111181",,"",,,,,"","Human","4583","(R/S) EF-1500","Synthetic organic",,,,"178101304","false","Inhibitor","Inhibition",,"Selective","false","false",,"pIC50","","4.9","","IC50","","26000.0","",,,,,
"BGT1","932",,"SLC6A12","P48065","ENSG00000111181",,"",,,,,"","Human","6513","(S)-EF-1520","Synthetic organic",,,,"178103127","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","4.46999979019165","","3.5999999046325684","IC50","250000.0","","34000.0","=","","","",
"B<sup>0</sup>AT1","939",,"SLC6A19","Q695T7","ENSG00000174358",,"",,,,,"","Human","7601","benzatropine","Synthetic organic",,,,"223365936","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","4.360000133514404","","IC50","","44000.0","","=","","","","28176326"
"B<sup>0</sup>AT1","939",,"SLC6A19","Q695T7","ENSG00000174358",,"",,,,,"","Human","10256","cinromide","Synthetic organic",,,,"381744938","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.400000095367432","","-","","","","=","","","","30589598"
"B<sup>0</sup>AT1","939",,"SLC6A19","Q695T7","ENSG00000174358",,"",,,,,"","Human","11229","inhibitor CB3","Synthetic organic",,,,"434122289","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.309999942779541","","IC50","","4900.0","","=","Measured using a radioactive flux assay.","","","32180718"
"B<sup>0</sup>AT1","939",,"SLC6A19","Q695T7","ENSG00000174358",,"",,,,,"","Human","11228","inhibitor E18","Synthetic organic",,,,"434122288","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.46999979019165","","IC50","","3400.0","","=","Measured using a radioactive flux assay.","","","32180718"
"B<sup>0</sup>AT1","939",,"SLC6A19","Q695T7","ENSG00000174358",,"",,,,,"","Human","11227","inhibitor E4","Synthetic organic",,,,"434122287","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.110000133514404","","IC50","","7700.0","","=","Measured using a radioactive flux assay.","","","32180718"
"B<sup>0</sup>AT1","939",,"Slc6a19","Q2A865","ENSRNOG00000026501",,"",,,,,"","Rat","7401","nimesulide","Synthetic organic",,,,"178103973","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","4.639999866485596","","IC50","","23000.0","","=","","","","24704252"
"B<sup>0</sup>AT2","940",,"SLC6A15","Q9H2J7","ENSG00000072041",,"",,,,,"","Human","7216","loratadine","Synthetic organic",,,,"178103791","true","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","5.400000095367432","","IC50","","4000.0","","=","","","","25318072"
"Choline transporter-like 1","1204",,"SLC44A1","Q8WWI5","ENSG00000070214",,"",,,,,"","Human","4494","hemicholinium-3","Synthetic organic",,,,"178101222","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","4.5","","3.5","Ki","310000.0","","31000.0",,,,,
"CHT","914",,"SLC5A7","Q9GZV3","ENSG00000115665",,"",,,,,"","Human","4494","hemicholinium-3","Synthetic organic",,,,"178101222","false","Inhibitor","Inhibition","","Selective","false","false","","pKi","8.0","","7.0","Ki","100.0","","10.0","=","","","","12675135"
"CHT","914",,"SLC5A7","Q9GZV3","ENSG00000115665",,"",,,,,"","Human","4493","[<sup>3</sup>H]hemicholinium-3","Synthetic organic",,,,"178101221","false","None","None",,"Non-selective","false","false",,"pKd","8.4","","8.2","Kd","6.0","","4.0",,,,,
"Cystine/glutamate transporter","902",,"SLC7A11","Q9UPY5","ENSG00000151012",,"",,,,,"","Human","1372","quisqualate","Synthetic organic",,,,"135650876","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.300000190734863","","IC50","","5000.0","","=","","","","20303751"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7118","atomoxetine","Synthetic organic",,,,"178103695","true","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","5.96999979019165","","Kd","","1080.0","","=","","","","9871604"
"DAT","927",,"Slc6a3","P23977","ENSRNOG00000017302",,"",,,,,"","Rat","7601","benzatropine","Synthetic organic",,,,"223365936","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.929999828338623","","Ki","","118.0","","=","Displacement of  [<sup>3</sup>H]WIN35,428 binding to homogenised rat caudate putamen.","","","7562926"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7135","bupropion","Synthetic organic",,,,"178103711","true","Inhibitor","Inhibition","","Non-selective","false","true","","pIC50","","6.349999904632568","","IC50","","443.0","","=","","","","19821577"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","2398","clomipramine","Synthetic organic",,,,"135650111","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKd","","5.659999847412109","","Kd","","2190.0","","=","","","","9537821"
"DAT","927",,"Slc6a3","P23977","ENSRNOG00000017302",,"",,,,,"","Rat","2286","cocaine","Natural product",,,,"135652677","true","Inhibitor","Inhibition","","Non-selective","false","true","","pIC50","","7.099999904632568","","IC50","","89.0999984741211","","=","","","","15566309"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","8520","compound 58 [PMID: 25037917]","Synthetic organic",,,,"252166722","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.210000038146973","","IC50","","6100.0","","=","","","","25037917"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7158","desvenlafaxine","Synthetic organic",,,,"178103733","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","6.070000171661377","","Ki","","854.0","",">","","","","24900709"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","2147","dexamfetamine","Synthetic organic",,,,"135650979","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","6.960000038146973","","Ki","","109.0","","=","","","","23602445"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7554","dexmethylphenidate","Synthetic organic",,,,"223365890","true","Inhibitor","Inhibition","","Selective","false","true","","pKi","","7.599999904632568","","Ki","","25.0","","=","Displacement of [<sup>3</sup>H]WIN-35428 from human DAT stably expressed in mouse N2A cells","","","21129986"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4639","GBR12935","Synthetic organic",,,,"178101357","false","Inhibitor","Inhibition","","Selective","false","false","","pKi","","7.599999904632568","","Ki","","25.100000381469727","","=","","","",
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7435","levomilnacipran","Synthetic organic",,,,"178104007","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.489999771118164","","IC50","","3200.0","","=","","","","18468895"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4797","mazindol","Synthetic organic",,,,"178101499","true","Inhibitor","Inhibition","","Selective","false","true","","pKi","","8.0","","Ki","","10.0","","=","","","",
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7236","methylphenidate","Synthetic organic",,,,"178103810","true","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","7.099999904632568","","IC50","","79.0","","=","","","","17228864"
"DAT","927",,"Slc6a3","P23977","ENSRNOG00000017302",,"",,,,,"","Rat","7555","modafinil","Synthetic organic",,,,"223365891","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.420000076293945","","Ki","","3800.0","","=","Inhibition of high affinity uptake by the dopamine transporter from rat synaptosomal nerve endings using [<sup>3</sup>H]dopamine as radioligand","","","15537337"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4792","nomifensine","Synthetic organic",,,,"178101494","true","Inhibitor","Inhibition","","Non-selective","false","true","","-","","","","-","","","","=","","","",
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7266","phenelzine","Synthetic organic",,,,"178103840","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","5.079999923706055","","Ki","","8400.0","","=","","","","9537821"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","2586","sibutramine","Synthetic organic",,,,"135651043","true","Inhibitor","Inhibition","","Family selective","false","true","","pKi","","6.300000190734863","","Ki","","502.0","","=","","","",
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","10342","solriamfetol","Synthetic organic",,,,"381745023","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.539999961853027","","IC50","","2900.0","","=","In a DA reuptake assay in HEK293 cells expressing hDAT.","","","29891587"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","10342","solriamfetol","Synthetic organic",,,,"381745023","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","4.849999904632568","","Ki","","14200.0","","=","In a radioligand binding assay using HEK293 cells expressing hDAT.","","","29891587"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4638","[<sup>3</sup>H]GBR12935","Synthetic organic",,,,"178101356","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","8.5","","Kd","","3.0","","=","","","","8302271"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4605","[<sup>3</sup>H]WIN35428","Synthetic organic",,,,"178101325","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKd","","8.0","","Kd","","10.0","","=","","","","8302271"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","12766","toludesvenlafaxine","Synthetic organic",,,,"483123314","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.309999942779541","","IC50","","491.0","","=","","","","31617718"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","7317","trimipramine","Synthetic organic",,,,"178103890","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","5.420000076293945","","Ki","","3780.0","","=","","","","9537821"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","9983","vanoxerine","Synthetic organic",,,,"374883870","false","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","9.0","","Ki","","1.0","","=","","","","2530094|6237922|1678014"
"DAT","927",,"SLC6A3","Q01959","ENSG00000142319",,"",,,,,"","Human","4606","WIN35428","Synthetic organic",,,,"178101326","false","Inhibitor","Inhibition","","Selective","false","false","","pKi","","7.900000095367432","","Ki","","12.5","","=","","","","8878059"
"DMT1","967",,"SLC11A2","P49281","ENSG00000110911",,"",,,,,"","Human","8814","compound 6b [PMID: 22749870]","Synthetic organic",,,,"252827472","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.099999904632568","","IC50","","80.0","","=","","","","22749870"
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4717","dilazep","Synthetic organic",,,,"178101428","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","9.0","","Ki","","1.0","","=","","","",
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4807","dipyridamole","Synthetic organic",,,,"178101509","true","Inhibitor","Inhibition","","Non-selective","false","true","","pKi","","8.800000190734863","","Ki","","1.5","","=","","","","14634039"
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4590","draflazine","Synthetic organic",,,,"178101311","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","9.600000381469727","","Ki","","0.2800000011920929","","=","","","","10763851"
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4734","KF24345","Synthetic organic",,,,"178101445","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","9.4","","Ki","","0.4","",,,,,"14634039"
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4513","NBTGR ","Synthetic organic",,,,"178101239","false","Inhibitor","Inhibition",,"Non-selective","false","false",,"pKi","","9.3","","Ki","","0.5","",,,,,
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","4512","nitrobenzylmercaptopurine ribonucleoside","Synthetic organic",,,,"178101238","false","Inhibitor","Inhibition","","Non-selective","false","false","","pKi","","9.699999809265137","","Ki","","0.20000000298023224","","=","","","",
"Equilibrative nucleoside transporter 1","1117",,"SLC29A1","Q99808","ENSG00000112759",,"",,,,,"","Human","1765","ticagrelor","Synthetic organic",,,,"135649975","true","Inhibitor","Inhibition","","Not Determined","false","false","","pKi","","7.300000190734863","","-","","","","=","","","","24414167"
