"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"5-HT<sub>3</sub>A","379","373","Htr3a","P35563","ENSRNOG00000006595",,"",,,,,"","Rat","4316","SR57227A","Synthetic organic",,,,"178101133","false","Agonist","Agonist","","Selective","false","false","","pEC50","","5.400000095367432","","EC50","","3600.0","","=","","","","8891244"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2284","1-phenylbiguanide","Synthetic organic",,,,"135649670","false","Agonist","Partial agonist","","Not Determined","false","false","","pEC50","","4.5","","-","","","","=","","","","7984286"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2284","1-phenylbiguanide","Synthetic organic",,,,"135649670","false","Agonist","Partial agonist","","Not Determined","false","false","","pKi","","6.2","","-","","","","=","","","","7790853"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","10699","CSTI-300","Synthetic organic",,,,"404859146","false","Agonist","Partial agonist","","Not Determined","false","false","","pKi","","8.649999618530273","","Ki","","2.259999990463257","","=","","","","32102919"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","173","quipazine","Synthetic organic",,,,"135650875","false","Agonist","Partial agonist",,,"false","false","","pKi","","9.5","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2304","[<sup>3</sup>H]<i>meta</i>-chlorophenylbiguanide","Synthetic organic",,,,"135651162","false","Agonist","Partial agonist",,,"false","false","","pKd","","9.0","",,"","","",,,,,"9517385"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","566","Zn<sup>2+</sup>","Inorganic",,,,"135652747","false","Allosteric modulator","Biphasic","Positive (1-10&mu;M): increased potency of 5-HT, decreased desensitization rate, reduced effect in the presence of Mg<sup>2+</sup> or Ca<sup>2+</sup>.  Negative (30-300&mu;M). ",,"true","false","1-300","-","","","",,"","","",,,,,"7620711|10771284"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","707","Ca<sup>2+</sup>","Inorganic",,,,"135652731","false","Allosteric modulator","Negative","Decreased single channel conductance, increased channel activation rate, increased deactivation rate, increased desensitization rate, decrease in agonist apparent affinity.",,"true","false","100-10000","-","","","",,"","","",,,,,"9508827|10582123"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","707","Ca<sup>2+</sup>","Inorganic",,,,"135652731","false","Allosteric modulator","Negative","Decreased single channel conductance, increased channel activation rate, increased deactivation rate, increased desensitization rate, decrease in agonist apparent affinity.",,"true","false","100-10000","-","","","",,"","","",,,,,"7620711|16096341|11675031"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","708","Mg<sup>2+</sup>","Inorganic",,,,"135652741","false","Allosteric modulator","Negative","Decrease in agonist apparent affinity. ",,"true","false","1000-10000","-","","","",,"","","",,,,,"10582123"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","708","Mg<sup>2+</sup>","Inorganic",,,,"135652741","false","Allosteric modulator","Negative","decrease in agonist apparent affinity. ",,"true","false","1000-10000","-","","","",,"","","",,,,,"7620711|11675031"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2295","5-hydroxyindole","Synthetic organic",,,,"135649835","false","Allosteric modulator","Positive","decreased desensitization rate, decreased deactivation rate, increased apparent affinty of 5-HT.",,"false","false","1000-10000","-","","","",,"","","",,,,,"10457085|7680589|9225290|18187416"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2299","ethanol","Metabolite",,,,"135651485","false","Allosteric modulator","Positive","increased channel activation rate, decreased desensitisation rate, decreased deactivation rate.",,"false","false","30000-300000","-","","","",,"","","",,,,,"16257471|7541281|9518697|16520747"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2293","trichloroethanol","Synthetic organic",,,,"135651278","false","Allosteric modulator","Positive","increased channel activation rate, decreased desensitization rate, decreased deactivation rate. ",,"false","false","250-10000","-","","","",,"","","",,,,,"16257471|7541281|9518697|16520747|18094321"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2296","alosetron","Synthetic organic",,,,"135649921","true","Antagonist","Antagonist","","Selective","false","true","","pKi","","9.5","","Ki","","0.3160000145435333","","=","","","","17652911"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2285","azasetron","Synthetic organic",,,,"135649974","true","Antagonist","Antagonist",,,"false","false","","pKi","","8.5","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","7697","AZD0328","Synthetic organic",,,,"223366030","false","Antagonist","Antagonist","","Not Determined","false","false","","pKi","","7.920000076293945","","Ki","","12.0","","=","","","","21919481"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2297","cilansetron","Synthetic organic",,,,"135650097","false","Antagonist","Antagonist","",,"false","false","","pKi","","9.3","",,"","","",,,,,"17652911"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2286","cocaine","Natural product",,,,"135652677","true","Antagonist","Antagonist",,,"false","false","","pKi","5.4","","5.1",,"","","",,,,,"11489465|8818349"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2300","granisetron","Synthetic organic",,,,"135650322","true","Antagonist","Antagonist","","Selective","false","true","","pKi","8.800000190734863","","8.600000381469727","Ki","2.5","","1.5","~","","","","7565620|8818349"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2288","(<i>R</i>)-zacopride","Synthetic organic",,,,"135650420","false","Antagonist","Antagonist",,,"false","false","","pKi","","7.9","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2289","(<i>S</i>)-zacopride","Synthetic organic",,,,"135650429","false","Antagonist","Antagonist","","Selective","false","false","","pKi","","9.0","","Ki","","1.0","","=","","","","11489465"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","241","metoclopramide","Synthetic organic",,,,"135650598","true","Antagonist","Antagonist","","Not Determined","false","true","","pKi","6.449999809265137","","6.0","Ki","1030.0","","354.0","=","","","","11489465|8818349"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2290","ondansetron","Synthetic organic",,,,"135650761","true","Antagonist","Antagonist","","Selective","false","true","","pKi","8.300000190734863","","7.800000190734863","Ki","15.0","","5.0","~","","","","7565620|11489465|8818349"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","7486","palonosetron","Synthetic organic",,,,"187051789","true","Antagonist","Antagonist","","Selective","false","true","","pKi","","10.489999771118164","","Ki","","0.03200000151991844","","=","","","","20724042"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2301","ramosetron","Synthetic organic",,,,"135650885","false","Antagonist","Antagonist","",,"false","false","","pKi","","10.0","",,"","","",,,,,"17652911"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2302","ricasetron","Synthetic organic",,,,"135650899","false","Antagonist","Antagonist",,,"false","false","","pKi","","8.2","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2303","[<sup>3</sup>H]GR65630","Synthetic organic",,,,"135651156","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","9.319999694824219","","8.59000015258789","Kd","2.559999942779541","","0.47999998927116394","=","","","","9463477|17652911"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2292","[<sup>3</sup>H]granisetron","Synthetic organic",,,,"135651157","false","Antagonist","Antagonist",,,"false","false","","pKd","","8.9","","Kd","","1.2","","",,,,"11489465|8818349"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","4074","[<sup>3</sup>H](<i>S</i>)-zacopride","Synthetic organic",,,,"178100897","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","8.7","","Kd","","2.0","","=","","","","8994113"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","4087","[<sup>3</sup>H]LY278584","Synthetic organic",,,,"178100910","false","Antagonist","Antagonist","","Not Determined","false","false","","pKd","","8.51","","Kd","","3.08","","=","","","","8419547"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2305","[<sup>3</sup>H]ramosetron","Synthetic organic",,,,"135651197","false","Antagonist","Antagonist",,,"false","false","","pKd","","9.8","","Kd","","0.15","","",,,,"7565620"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","260","tropisetron","Synthetic organic",,,,"135651284","true","Antagonist","Antagonist","","Selective","false","true","","pKi","8.800000190734863","","8.5","Ki","3.0","","1.5","=","","","","7565620|9463477"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2294","tubocurarine","Natural product",,,,"135652723","true","Antagonist","Antagonist",,,"false","false","","pKi","","4.8","",,"","","",,,,,"11489465|8818349"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2294","tubocurarine","Natural product",,,,"135652723","true","Antagonist","Antagonist",,,"false","false","","pKi","7.1","","6.6",,"","","",,,,,"7790853|9680250"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","7351","vortioxetine","Synthetic organic",,,,"178103923","true","Antagonist","Antagonist","","Non-selective","false","true","","pKi","","8.430000305175781","","Ki","","3.700000047683716","","=","","","","21486038"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2366","bilobalide","Natural product",,,,"135652670","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","3.33","","IC50","","470000.0","","=","","","","21505038"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2298","diltiazem","Synthetic organic",,,,"135650185","true","Channel blocker","None","","Non-selective","false","false","","pIC50","","4.68","","IC50","","21000.0","","=","","","","21505038"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","2298","diltiazem","Synthetic organic",,,,"135650185","true","Channel blocker","None","","Not Determined","false","false","","pIC50","5.26","","4.15","IC50","71400.0","","5500.0","=","","","","10457085|19420755"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","1862","ginkgolide B","Natural product",,,,"135652686","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","3.14","","IC50","","730000.0","","=","","","","21505038"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","4051","picrotoxin","Natural product",,,,"178100875","false","Channel blocker","None","","Not Determined","false","false","","pIC50","4.5","","4.4","-","","","","=","","","","14625088|12646280"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","2291","picrotoxinin","Natural product",,,,"135652708","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","4.96","","IC50","","11000.0","","=","","","","21505038"
"5-HT<sub>3</sub>A","379","373","Htr3a","P23979","ENSMUSG00000032269",,"",,,,,"","Mouse","4323","TMB-8","Synthetic organic",,,,"178101140","false","Channel blocker","None","","Not Determined","false","false","","pIC50","5.35","","5.08","IC50","8400.0","","4500.0","=","","","","10381768|19420755"
"5-HT<sub>3</sub>A","379","373","HTR3A","P46098","ENSG00000166736",,"",,,,,"","Human","4323","TMB-8","Synthetic organic",,,,"178101140","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","4.93","","IC50","","11760.0","","=","","","","10381768"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2284","1-phenylbiguanide","Synthetic organic",,,,"135649670","false","Agonist","Agonist","",,"false","false","","pKi","","4.9","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","218","2-methyl-5-HT","Synthetic organic",,,,"135649706","false","Agonist","Agonist","","Not Determined","false","false","","pEC50","","4.9","","-","","","","=","","","","9950429"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","5","5-hydroxytryptamine","Metabolite",,,,"135651413","false","Agonist","Agonist","","Not Determined","true","false","","pKi","","6.0","","-","","","","=","","","","11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","5","5-hydroxytryptamine","Metabolite",,,,"135651413","false","Agonist","Agonist","","Selective","true","false","","pEC50","5.800000190734863","","4.800000190734863","-","","","","=","","","","9950429|10521471|16081679|10825381"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2287","<i>meta</i>-chlorphenylbiguanide","Synthetic organic",,,,"135650380","false","Agonist","Agonist","","Selective","false","false","","pEC50","","5.7","","-","","","","=","","","","9950429"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2287","<i>meta</i>-chlorphenylbiguanide","Synthetic organic",,,,"135650380","false","Agonist","Agonist","","Not Determined","false","false","","pKi","","7.0","","-","","","","=","","","","11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","173","quipazine","Synthetic organic",,,,"135650875","false","Agonist","Agonist","","Not Determined","false","false","","pKi","","9.0","","-","","","","=","","","","11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","10699","CSTI-300","Synthetic organic",,,,"404859146","false","Agonist","Partial agonist","","Not Determined","false","false","","pKi","","8.800000190734863","","Ki","","1.590000033378601","","=","","","","32102919"
"5-HT<sub>3</sub>AB","378","373|374","Htr3a|Htr3b","P23979|Q9JHJ5","ENSMUSG00000008590|ENSMUSG00000032269",,"",,,,,"","Mouse","2293","trichloroethanol","Synthetic organic",,,,"135651278","false","Allosteric modulator","Positive","increased rate of channel activation",,"false","false","250-10000","-","","","",,"","","",,,,,"16257471"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2285","azasetron","Synthetic organic",,,,"135649974","true","Antagonist","Antagonist",,,"false","false","","pKi","","8.4","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2286","cocaine","Natural product",,,,"135652677","true","Antagonist","Antagonist",,,"false","false","","pKi","","4.8","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2288","(<i>R</i>)-zacopride","Synthetic organic",,,,"135650420","false","Antagonist","Antagonist",,,"false","false","","pKi","","7.7","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2289","(<i>S</i>)-zacopride","Synthetic organic",,,,"135650429","false","Antagonist","Antagonist",,,"false","false","","pKi","","8.8","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","241","metoclopramide","Synthetic organic",,,,"135650598","true","Antagonist","Antagonist","","Not Determined","false","true","","pKi","","5.699999809265137","","-","","","","=","","","","11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2290","ondansetron","Synthetic organic",,,,"135650761","true","Antagonist","Antagonist","","Not Determined","false","true","","pKi","","7.800000190734863","","-","","","","=","","","","11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2292","[<sup>3</sup>H]granisetron","Synthetic organic",,,,"135651157","false","Antagonist","Antagonist",,,"false","false","","pKd","","8.8","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2294","tubocurarine","Natural product",,,,"135652723","true","Antagonist","Antagonist",,,"false","false","","pKi","","4.5","",,"","","",,,,,"11489465"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2366","bilobalide","Natural product",,,,"135652670","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","2.51","","IC50","","3100000.0","","=","","","","21059362"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","1862","ginkgolide B","Natural product",,,,"135652686","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","2.41","","IC50","","3900000.0","","=","","","","21059362"
"5-HT<sub>3</sub>AB","378","373|374","Htr3a|Htr3b","P23979|Q9JHJ5","ENSMUSG00000008590|ENSMUSG00000032269",,"",,,,,"","Mouse","4051","picrotoxin","Natural product",,,,"178100875","false","Channel blocker","None","","Not Determined","false","false","","pIC50","","2.9","","-","","","","=","","","","15814570|14625088"
"5-HT<sub>3</sub>AB","378","373|374","HTR3A|HTR3B","P46098|O95264","ENSG00000166736|ENSG00000149305",,"",,,,,"","Human","2291","picrotoxinin","Natural product",,,,"135652708","false","Channel blocker","None","","Non-selective","false","false","","pIC50","","4.2","","IC50","","63000.0","","=","","","","21059362"
"AQP0","687",,"MIP","P30301","ENSG00000135517",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP1","688",,"AQP1","P29972","ENSG00000240583",,"",,,,,"","Human","10939","5-Hydroxymethyl-2-furfural","Natural product",,,,"405560380","false","Channel blocker","Inhibition","","Not Determined","false","false","","pIC50","","6.369999885559082","","IC50","","430.0","","=","Two-electrode voltage clamp dose-dependent block","","","32434851"
"AQP1","688",,"AQP1","P29972","ENSG00000240583",,"",,,,,"","Human","13041","compound 1 [PMID: 23113556]","Synthetic organic",,,,"491299823","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","5.099999904632568","","IC50","","8100.0","","=","Inhibition of water flux via hAQP1 expressed in Xenopus oocytes","","","23113556"
"AQP1","688",,"AQP1","P29972","ENSG00000240583",,"",,,,,"","Human","4126","Ag<sup>+</sup>","Inorganic",,,,"178100948","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP1","688",,"AQP1","P29972","ENSG00000240583",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP1","688",,"AQP1","P29972","ENSG00000240583",,"",,,,,"","Human","1773","pCMBS","Synthetic organic",,,,"135650790","false","Inhibitor","None","","Not Determined","false","false","","-","","","","-","","","","=","","","",
"AQP10","697",,"AQP10","Q96PS8","ENSG00000143595",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP2","689",,"AQP2","P41181","ENSG00000167580",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP3","690",,"AQP3","Q92482","ENSG00000165272",,"",,,,,"","Human","10189","Audien","Inorganic",,,,"381118899","false","Inhibitor","None","","Not Determined","false","false","","pIC50","","4.769999980926514","","IC50","","17000.0","","=","","","","22624030"
"AQP3","690",,"AQP3","Q92482","ENSG00000165272",,"",,,,,"","Human","10188","Auphen","Inorganic",,,,"381118898","false","Inhibitor","None","","Not Determined","false","false","","pIC50","","6.099999904632568","","IC50","","800.0","","=","In human RBCs.","","","22624030"
"AQP3","690",,"AQP3","Q92482","ENSG00000165272",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None","","Non-selective","false","false","","-","","","","-","","","","=","","","",
"AQP5","692",,"AQP5","P55064","ENSG00000161798",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP6","693",,"AQP6","Q13520","ENSG00000086159",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Activator","None","","Non-selective","false","false","","-","","","","-","","","","=","","","",
"AQP7","694",,"AQP7","O14520","ENSG00000165269",,"",,,,,"","Human","10188","Auphen","Inorganic",,,,"381118898","false","Inhibitor","None","Effective at 15 &mu;M","Not Determined","false","false","","-","","","","-","","","","=","","","",
"AQP7","694",,"AQP7","O14520","ENSG00000165269",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP8","695",,"AQP8","O94778","ENSG00000103375",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None","","Non-selective","false","false","","-","","","","-","","","","=","","","",
"AQP9","696",,"AQP9","O43315","ENSG00000103569",,"",,,,,"","Human","4215","Hg<sup>2+</sup>","Inorganic",,,,"178101032","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
"AQP9","696",,"AQP9","O43315","ENSG00000103569",,"",,,,,"","Human","4285","phloretin","Natural product",,,,"178101102","false","Inhibitor","None",,"Non-selective","false","false",,"-","","","",,"","","",,,,,
